stage,cohort,scheme,seed,model,fold,n,auroc,balanced_accuracy
stage2,all300,strict,7005,A,3,37,0.9210526315789473,0.8918128654970761
stage2,all300,strict,7005,A,4,0,,
stage2,all300,strict,7005,A,5,38,0.9801136363636364,0.90625
stage2,all300,strict,7005,A,6,39,0.9388888888888889,0.9375
stage2,all300,strict,7005,A,7,0,,
stage2,all300,strict,7005,A,8,43,0.7695652173913043,0.7043478260869566
stage2,all300,strict,7005,B,1,28,0.8333333333333334,0.7833333333333333
stage2,all300,strict,7005,B,2,41,0.8768115942028986,0.8514492753623188
stage2,all300,strict,7005,B,3,37,0.9327485380116959,0.8918128654970761
stage2,all300,strict,7005,B,4,0,,
stage2,all300,strict,7005,B,5,38,0.9943181818181818,0.90625
stage2,all300,strict,7005,B,6,39,0.9361111111111111,0.9041666666666667
stage2,all300,strict,7005,B,7,0,,
stage2,all300,strict,7005,B,8,43,0.8065217391304348,0.7760869565217392
stage2,all300,strict,7005,C,1,28,0.8444444444444444,0.7833333333333333
stage2,all300,strict,7005,C,2,41,0.8695652173913043,0.8514492753623188
stage2,all300,strict,7005,C,3,37,0.935672514619883,0.8918128654970761
stage2,all300,strict,7005,C,4,0,,
stage2,all300,strict,7005,C,5,38,0.9829545454545454,0.90625
stage2,all300,strict,7005,C,6,39,0.9361111111111111,0.9375
stage2,all300,strict,7005,C,7,0,,
stage2,all300,strict,7005,C,8,43,0.8065217391304348,0.7510869565217391
stage2,common_valid,exploratory,0,A,1,24,0.796875,0.8125
stage2,common_valid,exploratory,0,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,exploratory,0,A,3,37,0.9239766081871345,0.8918128654970761
stage2,common_valid,exploratory,0,A,4,32,0.775,0.6583333333333333
stage2,common_valid,exploratory,0,A,5,36,0.9650793650793651,0.9333333333333333
stage2,common_valid,exploratory,0,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,exploratory,0,A,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,0,A,8,42,0.7871853546910755,0.7208237986270023
stage2,common_valid,exploratory,0,B,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,0,B,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,0,B,3,37,0.935672514619883,0.8640350877192983
stage2,common_valid,exploratory,0,B,4,32,0.7708333333333334,0.6666666666666667
stage2,common_valid,exploratory,0,B,5,36,0.9968253968253968,0.9
stage2,common_valid,exploratory,0,B,6,39,0.9361111111111111,0.8708333333333333
stage2,common_valid,exploratory,0,B,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,0,B,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,0,C,1,24,0.828125,0.78125
stage2,common_valid,exploratory,0,C,2,37,0.868421052631579,0.8377192982456141
stage2,common_valid,exploratory,0,C,3,37,0.9444444444444444,0.8918128654970761
stage2,common_valid,exploratory,0,C,4,32,0.8041666666666667,0.6666666666666667
stage2,common_valid,exploratory,0,C,5,36,0.9936507936507937,0.9
stage2,common_valid,exploratory,0,C,6,39,0.9194444444444444,0.8708333333333333
stage2,common_valid,exploratory,0,C,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,0,C,8,42,0.8237986270022883,0.799771167048055
stage2,common_valid,exploratory,7001,A,1,24,0.796875,0.8125
stage2,common_valid,exploratory,7001,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,exploratory,7001,A,3,37,0.9239766081871345,0.8918128654970761
stage2,common_valid,exploratory,7001,A,4,32,0.775,0.6583333333333333
stage2,common_valid,exploratory,7001,A,5,36,0.9650793650793651,0.9333333333333333
stage2,common_valid,exploratory,7001,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,exploratory,7001,A,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,7001,A,8,42,0.7871853546910755,0.7208237986270023
stage2,common_valid,exploratory,7001,B,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7001,B,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,7001,B,3,37,0.935672514619883,0.8640350877192983
stage2,common_valid,exploratory,7001,B,4,32,0.7708333333333334,0.6666666666666667
stage2,common_valid,exploratory,7001,B,5,36,0.9968253968253968,0.9
stage2,common_valid,exploratory,7001,B,6,39,0.9361111111111111,0.8708333333333333
stage2,common_valid,exploratory,7001,B,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,7001,B,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,7001,C,1,24,0.8203125,0.78125
stage2,common_valid,exploratory,7001,C,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,7001,C,3,37,0.9532163742690059,0.8640350877192983
stage2,common_valid,exploratory,7001,C,4,32,0.7666666666666667,0.6666666666666667
stage2,common_valid,exploratory,7001,C,5,36,0.9904761904761905,0.9
stage2,common_valid,exploratory,7001,C,6,39,0.9138888888888889,0.8041666666666667
stage2,common_valid,exploratory,7001,C,7,38,0.775623268698061,0.6842105263157895
stage2,common_valid,exploratory,7001,C,8,42,0.8146453089244852,0.7471395881006865
stage2,common_valid,exploratory,7002,A,1,24,0.796875,0.8125
stage2,common_valid,exploratory,7002,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,exploratory,7002,A,3,37,0.9239766081871345,0.8918128654970761
stage2,common_valid,exploratory,7002,A,4,32,0.775,0.6583333333333333
stage2,common_valid,exploratory,7002,A,5,36,0.9650793650793651,0.9333333333333333
stage2,common_valid,exploratory,7002,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,exploratory,7002,A,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,7002,A,8,42,0.7871853546910755,0.7208237986270023
stage2,common_valid,exploratory,7002,B,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7002,B,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,7002,B,3,37,0.935672514619883,0.8640350877192983
stage2,common_valid,exploratory,7002,B,4,32,0.7708333333333334,0.6666666666666667
stage2,common_valid,exploratory,7002,B,5,36,0.9968253968253968,0.9
stage2,common_valid,exploratory,7002,B,6,39,0.9361111111111111,0.8708333333333333
stage2,common_valid,exploratory,7002,B,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,7002,B,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,7002,C,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7002,C,2,37,0.8596491228070176,0.8377192982456141
stage2,common_valid,exploratory,7002,C,3,37,0.9415204678362573,0.8918128654970761
stage2,common_valid,exploratory,7002,C,4,32,0.7791666666666667,0.6666666666666667
stage2,common_valid,exploratory,7002,C,5,36,0.9936507936507937,0.9333333333333333
stage2,common_valid,exploratory,7002,C,6,39,0.9333333333333333,0.8708333333333333
stage2,common_valid,exploratory,7002,C,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,7002,C,8,42,0.8237986270022883,0.7208237986270023
stage2,common_valid,exploratory,7003,A,1,24,0.796875,0.8125
stage2,common_valid,exploratory,7003,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,exploratory,7003,A,3,37,0.9239766081871345,0.8918128654970761
stage2,common_valid,exploratory,7003,A,4,32,0.775,0.6583333333333333
stage2,common_valid,exploratory,7003,A,5,36,0.9650793650793651,0.9333333333333333
stage2,common_valid,exploratory,7003,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,exploratory,7003,A,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,7003,A,8,42,0.7871853546910755,0.7208237986270023
stage2,common_valid,exploratory,7003,B,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7003,B,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,7003,B,3,37,0.935672514619883,0.8640350877192983
stage2,common_valid,exploratory,7003,B,4,32,0.7708333333333334,0.6666666666666667
stage2,common_valid,exploratory,7003,B,5,36,0.9968253968253968,0.9
stage2,common_valid,exploratory,7003,B,6,39,0.9361111111111111,0.8708333333333333
stage2,common_valid,exploratory,7003,B,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,7003,B,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,7003,C,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7003,C,2,37,0.868421052631579,0.8377192982456141
stage2,common_valid,exploratory,7003,C,3,37,0.9415204678362573,0.8918128654970761
stage2,common_valid,exploratory,7003,C,4,32,0.7916666666666666,0.6666666666666667
stage2,common_valid,exploratory,7003,C,5,36,0.9904761904761905,0.8761904761904762
stage2,common_valid,exploratory,7003,C,6,39,0.9138888888888889,0.8375
stage2,common_valid,exploratory,7003,C,7,38,0.775623268698061,0.6842105263157895
stage2,common_valid,exploratory,7003,C,8,42,0.8192219679633868,0.7208237986270023
stage2,common_valid,exploratory,7004,A,1,24,0.796875,0.8125
stage2,common_valid,exploratory,7004,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,exploratory,7004,A,3,37,0.9239766081871345,0.8918128654970761
stage2,common_valid,exploratory,7004,A,4,32,0.775,0.6583333333333333
stage2,common_valid,exploratory,7004,A,5,36,0.9650793650793651,0.9333333333333333
stage2,common_valid,exploratory,7004,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,exploratory,7004,A,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,7004,A,8,42,0.7871853546910755,0.7208237986270023
stage2,common_valid,exploratory,7004,B,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7004,B,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,7004,B,3,37,0.935672514619883,0.8640350877192983
stage2,common_valid,exploratory,7004,B,4,32,0.7708333333333334,0.6666666666666667
stage2,common_valid,exploratory,7004,B,5,36,0.9968253968253968,0.9
stage2,common_valid,exploratory,7004,B,6,39,0.9361111111111111,0.8708333333333333
stage2,common_valid,exploratory,7004,B,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,7004,B,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,7004,C,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7004,C,2,37,0.8567251461988304,0.8377192982456141
stage2,common_valid,exploratory,7004,C,3,37,0.9444444444444444,0.8918128654970761
stage2,common_valid,exploratory,7004,C,4,32,0.775,0.6416666666666666
stage2,common_valid,exploratory,7004,C,5,36,0.9904761904761905,0.9
stage2,common_valid,exploratory,7004,C,6,39,0.9083333333333333,0.8041666666666667
stage2,common_valid,exploratory,7004,C,7,38,0.775623268698061,0.6842105263157895
stage2,common_valid,exploratory,7004,C,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,7005,A,1,24,0.796875,0.8125
stage2,common_valid,exploratory,7005,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,exploratory,7005,A,3,37,0.9239766081871345,0.8918128654970761
stage2,common_valid,exploratory,7005,A,4,32,0.775,0.6583333333333333
stage2,common_valid,exploratory,7005,A,5,36,0.9650793650793651,0.9333333333333333
stage2,common_valid,exploratory,7005,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,exploratory,7005,A,7,38,0.775623268698061,0.6578947368421053
stage2,common_valid,exploratory,7005,A,8,42,0.7871853546910755,0.7208237986270023
stage2,common_valid,exploratory,7005,B,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7005,B,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,exploratory,7005,B,3,37,0.935672514619883,0.8640350877192983
stage2,common_valid,exploratory,7005,B,4,32,0.7708333333333334,0.6666666666666667
stage2,common_valid,exploratory,7005,B,5,36,0.9968253968253968,0.9
stage2,common_valid,exploratory,7005,B,6,39,0.9361111111111111,0.8708333333333333
stage2,common_valid,exploratory,7005,B,7,38,0.7839335180055401,0.6842105263157895
stage2,common_valid,exploratory,7005,B,8,42,0.8215102974828375,0.7471395881006865
stage2,common_valid,exploratory,7005,C,1,24,0.8359375,0.8125
stage2,common_valid,exploratory,7005,C,2,37,0.8596491228070176,0.8377192982456141
stage2,common_valid,exploratory,7005,C,3,37,0.9327485380116959,0.8918128654970761
stage2,common_valid,exploratory,7005,C,4,32,0.7791666666666667,0.6666666666666667
stage2,common_valid,exploratory,7005,C,5,36,0.9809523809523809,0.9095238095238095
stage2,common_valid,exploratory,7005,C,6,39,0.9333333333333333,0.8708333333333333
stage2,common_valid,exploratory,7005,C,7,38,0.778393351800554,0.6842105263157895
stage2,common_valid,exploratory,7005,C,8,42,0.816933638443936,0.7471395881006865
stage2,common_valid,strict,0,A,1,24,0.7890625,0.8125
stage2,common_valid,strict,0,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,strict,0,A,3,0,,
stage2,common_valid,strict,0,A,4,0,,
stage2,common_valid,strict,0,A,5,0,,
stage2,common_valid,strict,0,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,strict,0,A,7,0,,
stage2,common_valid,strict,0,A,8,0,,
stage2,common_valid,strict,0,B,1,24,0.8359375,0.78125
stage2,common_valid,strict,0,B,2,37,0.8742690058479532,0.8377192982456141
stage2,common_valid,strict,0,B,3,0,,
stage2,common_valid,strict,0,B,4,0,,
stage2,common_valid,strict,0,B,5,0,,
stage2,common_valid,strict,0,B,6,39,0.925,0.9041666666666667
stage2,common_valid,strict,0,B,7,0,,
stage2,common_valid,strict,0,B,8,0,,
stage2,common_valid,strict,0,C,1,24,0.828125,0.78125
stage2,common_valid,strict,0,C,2,37,0.8713450292397661,0.8377192982456141
stage2,common_valid,strict,0,C,3,0,,
stage2,common_valid,strict,0,C,4,0,,
stage2,common_valid,strict,0,C,5,0,,
stage2,common_valid,strict,0,C,6,39,0.9194444444444444,0.9041666666666667
stage2,common_valid,strict,0,C,7,0,,
stage2,common_valid,strict,0,C,8,0,,
stage2,common_valid,strict,7001,A,1,24,0.7890625,0.8125
stage2,common_valid,strict,7001,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,strict,7001,A,3,0,,
stage2,common_valid,strict,7001,A,4,0,,
stage2,common_valid,strict,7001,A,5,0,,
stage2,common_valid,strict,7001,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,strict,7001,A,7,0,,
stage2,common_valid,strict,7001,A,8,0,,
stage2,common_valid,strict,7001,B,1,24,0.8359375,0.78125
stage2,common_valid,strict,7001,B,2,37,0.8742690058479532,0.8377192982456141
stage2,common_valid,strict,7001,B,3,0,,
stage2,common_valid,strict,7001,B,4,0,,
stage2,common_valid,strict,7001,B,5,0,,
stage2,common_valid,strict,7001,B,6,39,0.925,0.9041666666666667
stage2,common_valid,strict,7001,B,7,0,,
stage2,common_valid,strict,7001,B,8,0,,
stage2,common_valid,strict,7001,C,1,24,0.828125,0.78125
stage2,common_valid,strict,7001,C,2,37,0.8654970760233918,0.8377192982456141
stage2,common_valid,strict,7001,C,3,0,,
stage2,common_valid,strict,7001,C,4,0,,
stage2,common_valid,strict,7001,C,5,0,,
stage2,common_valid,strict,7001,C,6,39,0.9138888888888889,0.8041666666666667
stage2,common_valid,strict,7001,C,7,0,,
stage2,common_valid,strict,7001,C,8,0,,
stage2,common_valid,strict,7002,A,1,24,0.7890625,0.8125
stage2,common_valid,strict,7002,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,strict,7002,A,3,0,,
stage2,common_valid,strict,7002,A,4,0,,
stage2,common_valid,strict,7002,A,5,0,,
stage2,common_valid,strict,7002,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,strict,7002,A,7,0,,
stage2,common_valid,strict,7002,A,8,0,,
stage2,common_valid,strict,7002,B,1,24,0.8359375,0.78125
stage2,common_valid,strict,7002,B,2,37,0.8742690058479532,0.8377192982456141
stage2,common_valid,strict,7002,B,3,0,,
stage2,common_valid,strict,7002,B,4,0,,
stage2,common_valid,strict,7002,B,5,0,,
stage2,common_valid,strict,7002,B,6,39,0.925,0.9041666666666667
stage2,common_valid,strict,7002,B,7,0,,
stage2,common_valid,strict,7002,B,8,0,,
stage2,common_valid,strict,7002,C,1,24,0.828125,0.78125
stage2,common_valid,strict,7002,C,2,37,0.8625730994152047,0.8377192982456141
stage2,common_valid,strict,7002,C,3,0,,
stage2,common_valid,strict,7002,C,4,0,,
stage2,common_valid,strict,7002,C,5,0,,
stage2,common_valid,strict,7002,C,6,39,0.9305555555555556,0.9041666666666667
stage2,common_valid,strict,7002,C,7,0,,
stage2,common_valid,strict,7002,C,8,0,,
stage2,common_valid,strict,7003,A,1,24,0.7890625,0.8125
stage2,common_valid,strict,7003,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,strict,7003,A,3,0,,
stage2,common_valid,strict,7003,A,4,0,,
stage2,common_valid,strict,7003,A,5,0,,
stage2,common_valid,strict,7003,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,strict,7003,A,7,0,,
stage2,common_valid,strict,7003,A,8,0,,
stage2,common_valid,strict,7003,B,1,24,0.8359375,0.78125
stage2,common_valid,strict,7003,B,2,37,0.8742690058479532,0.8377192982456141
stage2,common_valid,strict,7003,B,3,0,,
stage2,common_valid,strict,7003,B,4,0,,
stage2,common_valid,strict,7003,B,5,0,,
stage2,common_valid,strict,7003,B,6,39,0.925,0.9041666666666667
stage2,common_valid,strict,7003,B,7,0,,
stage2,common_valid,strict,7003,B,8,0,,
stage2,common_valid,strict,7003,C,1,24,0.84375,0.78125
stage2,common_valid,strict,7003,C,2,37,0.868421052631579,0.8377192982456141
stage2,common_valid,strict,7003,C,3,0,,
stage2,common_valid,strict,7003,C,4,0,,
stage2,common_valid,strict,7003,C,5,0,,
stage2,common_valid,strict,7003,C,6,39,0.9111111111111111,0.8375
stage2,common_valid,strict,7003,C,7,0,,
stage2,common_valid,strict,7003,C,8,0,,
stage2,common_valid,strict,7004,A,1,24,0.7890625,0.8125
stage2,common_valid,strict,7004,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,strict,7004,A,3,0,,
stage2,common_valid,strict,7004,A,4,0,,
stage2,common_valid,strict,7004,A,5,0,,
stage2,common_valid,strict,7004,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,strict,7004,A,7,0,,
stage2,common_valid,strict,7004,A,8,0,,
stage2,common_valid,strict,7004,B,1,24,0.8359375,0.78125
stage2,common_valid,strict,7004,B,2,37,0.8742690058479532,0.8377192982456141
stage2,common_valid,strict,7004,B,3,0,,
stage2,common_valid,strict,7004,B,4,0,,
stage2,common_valid,strict,7004,B,5,0,,
stage2,common_valid,strict,7004,B,6,39,0.925,0.9041666666666667
stage2,common_valid,strict,7004,B,7,0,,
stage2,common_valid,strict,7004,B,8,0,,
stage2,common_valid,strict,7004,C,1,24,0.8359375,0.78125
stage2,common_valid,strict,7004,C,2,37,0.8596491228070176,0.8377192982456141
stage2,common_valid,strict,7004,C,3,0,,
stage2,common_valid,strict,7004,C,4,0,,
stage2,common_valid,strict,7004,C,5,0,,
stage2,common_valid,strict,7004,C,6,39,0.9083333333333333,0.8041666666666667
stage2,common_valid,strict,7004,C,7,0,,
stage2,common_valid,strict,7004,C,8,0,,
stage2,common_valid,strict,7005,A,1,24,0.7890625,0.8125
stage2,common_valid,strict,7005,A,2,37,0.8801169590643275,0.8640350877192983
stage2,common_valid,strict,7005,A,3,0,,
stage2,common_valid,strict,7005,A,4,0,,
stage2,common_valid,strict,7005,A,5,0,,
stage2,common_valid,strict,7005,A,6,39,0.9388888888888889,0.9041666666666667
stage2,common_valid,strict,7005,A,7,0,,
stage2,common_valid,strict,7005,A,8,0,,
stage2,common_valid,strict,7005,B,1,24,0.8359375,0.78125
stage2,common_valid,strict,7005,B,2,37,0.8742690058479532,0.8377192982456141
stage2,common_valid,strict,7005,B,3,0,,
stage2,common_valid,strict,7005,B,4,0,,
stage2,common_valid,strict,7005,B,5,0,,
stage2,common_valid,strict,7005,B,6,39,0.925,0.9041666666666667
stage2,common_valid,strict,7005,B,7,0,,
stage2,common_valid,strict,7005,B,8,0,,
stage2,common_valid,strict,7005,C,1,24,0.8359375,0.78125
stage2,common_valid,strict,7005,C,2,37,0.8625730994152047,0.8377192982456141
stage2,common_valid,strict,7005,C,3,0,,
stage2,common_valid,strict,7005,C,4,0,,
stage2,common_valid,strict,7005,C,5,0,,
stage2,common_valid,strict,7005,C,6,39,0.9277777777777778,0.9041666666666667
stage2,common_valid,strict,7005,C,7,0,,
stage2,common_valid,strict,7005,C,8,0,,
